,City,Date,PM2.5,PM10,NO2,CO,SO2,O3
1350,Ahmedabad,9/12/2018,16.28,118.127,57.19,26.67,50.26,34.4914
1351,Ahmedabad,9/13/2018,21.06,118.127,53.85,29.17,65.55,34.4914
1352,Ahmedabad,9/14/2018,20.82,118.127,53.22,31.54,60.88,34.4914
1353,Ahmedabad,9/15/2018,18.18,118.127,62.81,33.85,71.39,34.4914
1354,Ahmedabad,9/16/2018,21.41,118.127,75.42,32.1,73.4,34.4914
1355,Ahmedabad,9/17/2018,24.51,118.127,82.95,34.65,63.4,34.4914
1356,Ahmedabad,9/18/2018,28.15,118.127,88.14,29.08,70.24,34.4914
1357,Ahmedabad,9/19/2018,23.65,118.127,74.6,22.79,65.46,34.4914
1358,Ahmedabad,9/20/2018,25.32,118.127,85.39,38.95,43.6,34.4914
1359,Ahmedabad,9/21/2018,25.87,118.127,100.26,23.11,30.28,34.4914
1360,Ahmedabad,9/22/2018,22.62,118.127,121.4,23.36,42.11,34.4914
1361,Ahmedabad,9/23/2018,21.12,118.127,66.12,22.46,27.9,34.4914
1362,Ahmedabad,9/24/2018,21.79,118.127,63.21,25.94,25.39,34.4914
1363,Ahmedabad,9/25/2018,18.87,118.127,85.35,27.35,38.27,34.4914
1364,Ahmedabad,9/26/2018,22.11,118.127,100.39,24.68,78.83,34.4914
1365,Ahmedabad,9/27/2018,24.07,118.127,133.0,20.32,45.29,75.33
1366,Ahmedabad,9/28/2018,25.9,118.127,165.62,40.29,56.95,37.07
1367,Ahmedabad,9/29/2018,29.8,118.127,169.17,42.91,64.17,53.0
1368,Ahmedabad,9/30/2018,29.37,118.127,163.3,42.88,60.33,44.38
1369,Ahmedabad,10/1/2018,33.95,118.127,191.14,59.21,74.04,45.36
1370,Ahmedabad,10/2/2018,31.13,118.127,177.13,26.73,53.57,67.63
1371,Ahmedabad,10/3/2018,58.28,118.127,127.95,15.84,128.38,66.85
1372,Ahmedabad,10/4/2018,63.92,118.127,102.78,12.95,92.16,69.39
1373,Ahmedabad,10/5/2018,73.89,118.127,53.74,4.5,46.31,59.52
1374,Ahmedabad,10/6/2018,79.37,118.127,62.42,30.71,80.71,69.32
1375,Ahmedabad,10/7/2018,78.64,118.127,68.8,32.81,75.18,57.87
1376,Ahmedabad,10/8/2018,122.92,118.127,94.67,34.89,119.78,40.0
1377,Ahmedabad,10/9/2018,160.05,118.127,115.92,34.65,90.5,48.77
1378,Ahmedabad,10/10/2018,113.9,118.127,68.38,46.02,100.12,65.26
1379,Ahmedabad,10/11/2018,126.66,118.127,112.69,33.97,76.09,55.06
1380,Ahmedabad,10/12/2018,116.02,118.127,98.22,44.47,64.62,39.74
1381,Ahmedabad,10/13/2018,96.65,118.127,110.33,25.15,53.75,59.62
1382,Ahmedabad,10/14/2018,110.05,118.127,114.23,19.73,101.29,51.12
1383,Ahmedabad,10/15/2018,109.84,118.127,104.87,23.16,72.69,60.82
1384,Ahmedabad,10/16/2018,140.06,118.127,146.82,28.2,98.85,57.6
1385,Ahmedabad,10/17/2018,109.11,118.127,118.85,29.19,94.22,60.25
1386,Ahmedabad,10/18/2018,107.26,118.127,94.48,26.76,90.9,48.62
1387,Ahmedabad,10/19/2018,105.87,118.127,90.33,18.18,97.98,46.82
1388,Ahmedabad,10/20/2018,101.86,118.127,105.96,27.99,89.37,54.3
1389,Ahmedabad,10/21/2018,96.15,118.127,80.49,94.41,76.61,42.8
1390,Ahmedabad,10/22/2018,88.58,118.127,85.92,112.71,90.9,57.78
1391,Ahmedabad,10/23/2018,129.98,118.127,97.96,81.12,70.06,34.4914
1392,Ahmedabad,10/24/2018,103.71,118.127,111.67,34.72,54.23,119.43
1393,Ahmedabad,10/25/2018,121.11,118.127,137.41,51.7,78.64,58.07
1394,Ahmedabad,10/26/2018,82.49,118.127,80.4,30.47,61.13,48.85
1395,Ahmedabad,10/27/2018,72.93,118.127,78.54,90.96,39.24,69.95
1396,Ahmedabad,10/28/2018,94.08,118.127,50.69,34.06,68.42,47.74
1397,Ahmedabad,10/29/2018,82.88,118.127,73.74,18.59,56.89,47.67
1398,Ahmedabad,10/30/2018,88.69,118.127,70.9,26.91,68.94,53.16
1399,Ahmedabad,10/31/2018,82.52,118.127,69.94,24.13,44.95,64.07
1400,Ahmedabad,11/1/2018,72.11,118.127,85.77,48.7,42.51,54.52
1401,Ahmedabad,11/2/2018,78.48,118.127,110.63,49.94,67.06,46.93
1402,Ahmedabad,11/3/2018,103.22,118.127,102.84,68.97,57.8,52.79
1403,Ahmedabad,11/4/2018,70.39,118.127,55.52,44.04,69.83,59.5
1404,Ahmedabad,11/5/2018,107.9,118.127,109.59,43.47,49.76,55.01
1405,Ahmedabad,11/6/2018,117.08,118.127,106.21,37.42,77.6,55.05
1406,Ahmedabad,11/7/2018,162.18,118.127,94.35,59.53,42.01,67.0
1407,Ahmedabad,11/8/2018,205.21,118.127,100.87,93.31,75.95,61.17
1408,Ahmedabad,11/9/2018,165.37,118.127,95.3,70.6,52.45,39.6
1409,Ahmedabad,11/10/2018,110.7,118.127,107.13,38.01,57.58,34.4914
1410,Ahmedabad,11/11/2018,143.72,118.127,102.87,65.62,51.92,34.4914
1411,Ahmedabad,11/12/2018,91.56,118.127,118.89,79.42,60.97,34.4914
1412,Ahmedabad,11/13/2018,133.13,118.127,155.59,77.55,101.13,34.4914
1413,Ahmedabad,11/14/2018,143.52,118.127,138.89,41.62,91.74,89.17
1414,Ahmedabad,11/15/2018,83.28,118.127,97.9,33.47,48.93,36.84
1415,Ahmedabad,11/16/2018,75.58,118.127,68.01,44.07,47.43,68.17
1416,Ahmedabad,11/17/2018,93.73,118.127,84.54,68.52,62.65,50.29
1417,Ahmedabad,11/18/2018,127.46,118.127,77.65,108.81,63.63,48.32
1418,Ahmedabad,11/19/2018,98.6,118.127,86.74,90.33,85.76,52.53
1419,Ahmedabad,11/20/2018,84.71,118.127,83.28,88.34,70.31,40.06
1420,Ahmedabad,11/21/2018,86.52,118.127,66.59,115.87,44.24,36.0
1421,Ahmedabad,11/22/2018,90.1,118.127,87.75,57.16,60.45,41.82
1422,Ahmedabad,11/23/2018,68.52,118.127,72.83,39.47,60.58,50.1
1423,Ahmedabad,11/24/2018,86.43,118.127,82.76,34.52,62.48,47.34
1424,Ahmedabad,11/25/2018,70.51,118.127,98.98,25.76,67.36,47.72
1425,Ahmedabad,11/26/2018,78.48,118.127,84.74,16.91,61.98,56.39
1426,Ahmedabad,11/27/2018,63.75,118.127,77.73,11.7,64.78,59.28
1427,Ahmedabad,11/28/2018,68.3,118.127,73.99,8.69,50.93,72.2
1428,Ahmedabad,11/29/2018,91.23,118.127,65.66,32.82,34.58,56.17
1429,Ahmedabad,11/30/2018,92.74,118.127,80.7,28.91,44.35,46.56
1430,Ahmedabad,12/1/2018,96.58,118.127,80.15,42.1,52.73,42.37
1431,Ahmedabad,12/2/2018,91.37,118.127,91.43,28.26,51.83,38.19
1432,Ahmedabad,12/3/2018,88.02,118.127,83.26,25.92,37.48,42.7
1433,Ahmedabad,12/4/2018,96.82,118.127,78.81,31.36,31.51,42.71
1434,Ahmedabad,12/5/2018,96.89,118.127,92.83,28.4,33.05,41.44
1435,Ahmedabad,12/6/2018,109.2,118.127,104.9,37.47,76.7,43.34
1436,Ahmedabad,12/7/2018,94.95,118.127,96.97,30.29,65.02,43.5
1437,Ahmedabad,12/8/2018,75.42,118.127,75.02,11.02,49.3,54.91
1438,Ahmedabad,12/9/2018,73.07,118.127,86.61,32.21,45.82,51.18
1439,Ahmedabad,12/10/2018,98.25,118.127,110.07,57.51,59.11,39.64
1440,Ahmedabad,12/11/2018,118.16,118.127,102.68,60.28,104.49,32.76
1441,Ahmedabad,12/12/2018,95.4,118.127,78.91,41.8,51.61,39.05
1442,Ahmedabad,12/13/2018,70.04,118.127,78.1,14.87,69.86,55.89
1443,Ahmedabad,12/14/2018,56.71,118.127,60.4,7.45,42.48,61.74
1444,Ahmedabad,12/15/2018,59.4,118.127,47.87,7.23,21.53,71.46
1445,Ahmedabad,12/16/2018,54.75,118.127,43.7,6.99,19.99,76.37
1446,Ahmedabad,12/17/2018,62.18,118.127,55.29,7.67,29.22,73.67
1447,Ahmedabad,12/18/2018,238.42,118.127,73.22,26.3,34.63,63.89
1448,Ahmedabad,12/19/2018,125.16,118.127,96.16,46.84,63.66,55.2
1449,Ahmedabad,12/20/2018,106.45,118.127,78.1,56.46,83.62,55.5
1450,Ahmedabad,12/21/2018,92.45,118.127,85.56,46.89,60.42,34.4914
1451,Ahmedabad,12/22/2018,111.75,118.127,90.59,89.19,80.9,62.55
1452,Ahmedabad,12/23/2018,106.19,118.127,89.03,45.76,55.16,53.79
1453,Ahmedabad,12/24/2018,72.1,118.127,94.32,11.61,54.74,63.46
1454,Ahmedabad,12/25/2018,79.15,118.127,92.85,12.74,64.9,70.54
1455,Ahmedabad,12/26/2018,94.8,118.127,79.56,23.18,56.2,63.95
1456,Ahmedabad,12/27/2018,80.14,118.127,71.98,86.91,64.7,47.86
1457,Ahmedabad,12/28/2018,89.14,118.127,81.71,63.43,70.0,44.86
1458,Ahmedabad,12/29/2018,68.29,118.127,82.74,16.94,61.27,51.76
1459,Ahmedabad,12/30/2018,67.75,118.127,81.78,17.63,57.37,63.34
1460,Ahmedabad,12/31/2018,80.54,118.127,77.0,71.11,64.49,60.07
1461,Ahmedabad,1/1/2019,110.71,118.127,111.56,63.03,80.15,57.12
1462,Ahmedabad,1/2/2019,147.57,118.127,107.46,59.56,47.7,48.23
1463,Ahmedabad,1/3/2019,131.5,118.127,75.82,119.68,55.29,43.25
1464,Ahmedabad,1/4/2019,102.12,118.127,95.29,57.92,69.02,51.71
1465,Ahmedabad,1/5/2019,115.0,118.127,111.04,63.86,86.65,59.25
1466,Ahmedabad,1/6/2019,84.84,118.127,72.85,40.16,52.52,59.42
1467,Ahmedabad,1/7/2019,74.62,118.127,73.22,8.16,48.21,74.83
1468,Ahmedabad,1/8/2019,89.72,118.127,80.78,13.83,56.43,73.64
1469,Ahmedabad,1/9/2019,84.03,118.127,90.66,26.24,63.72,72.75
1470,Ahmedabad,1/10/2019,82.79,118.127,79.69,32.14,59.98,60.48
1471,Ahmedabad,1/11/2019,76.38,118.127,82.76,42.44,70.61,59.68
1472,Ahmedabad,1/12/2019,66.01,118.127,73.79,53.08,61.71,73.43
1473,Ahmedabad,1/13/2019,116.42,118.127,82.77,63.2,64.52,59.07
1474,Ahmedabad,1/14/2019,75.49,118.127,61.8,9.04,34.03,80.26
1475,Ahmedabad,1/15/2019,66.97,118.127,37.35,6.96,28.48,89.73
1476,Ahmedabad,1/16/2019,161.09,118.127,116.48,101.89,64.92,84.85
1477,Ahmedabad,1/17/2019,124.45,118.127,97.63,96.21,56.28,53.72
1478,Ahmedabad,1/18/2019,95.15,118.127,95.6,48.24,79.66,52.85
1479,Ahmedabad,1/19/2019,73.58,118.127,80.71,32.68,56.74,36.97
1480,Ahmedabad,1/20/2019,86.32,118.127,104.79,49.43,79.76,35.32
1481,Ahmedabad,1/21/2019,149.26,118.127,85.92,78.38,98.89,27.07
1482,Ahmedabad,1/22/2019,70.06,118.127,55.69,26.17,62.14,23.56
1483,Ahmedabad,1/23/2019,86.59,118.127,82.87,40.08,83.72,32.62
1484,Ahmedabad,1/24/2019,74.12,118.127,81.45,18.26,94.78,39.51
1485,Ahmedabad,1/25/2019,52.92,118.127,63.81,11.03,63.17,43.54
1486,Ahmedabad,1/26/2019,47.26,118.127,64.71,16.22,63.03,20.0
1487,Ahmedabad,1/27/2019,52.79,118.127,59.21,18.13,37.29,34.4914
1488,Ahmedabad,1/28/2019,63.68,118.127,67.41,22.56,37.73,53.12
1489,Ahmedabad,1/29/2019,73.37,118.127,77.92,16.1,38.59,39.08
1490,Ahmedabad,1/30/2019,55.24,118.127,83.79,34.37,78.4,40.04
1491,Ahmedabad,1/31/2019,83.1,118.127,110.77,37.91,94.79,44.33
1492,Ahmedabad,2/1/2019,76.87,118.127,77.35,17.85,87.94,36.28
1493,Ahmedabad,2/2/2019,47.01,118.127,66.95,13.12,71.48,45.06
1494,Ahmedabad,2/3/2019,54.77,118.127,77.02,11.01,64.47,53.55
1495,Ahmedabad,2/4/2019,103.13,118.127,80.34,46.91,56.3,52.37
1496,Ahmedabad,2/5/2019,117.59,118.127,116.34,61.13,76.89,42.29
1497,Ahmedabad,2/6/2019,50.15,118.127,67.96,9.02,57.09,47.5
1498,Ahmedabad,2/7/2019,94.1,118.127,44.91,10.62,42.04,55.84
1499,Ahmedabad,2/8/2019,105.03,118.127,56.09,10.13,41.4,43.09
1500,Ahmedabad,2/9/2019,46.5,118.127,79.42,15.39,41.88,41.7
1501,Ahmedabad,2/10/2019,41.76,118.127,77.13,20.48,55.24,44.7
1502,Ahmedabad,2/11/2019,46.91,118.127,86.07,14.6,51.46,51.3
1503,Ahmedabad,2/12/2019,59.98,118.127,76.66,50.93,53.21,53.67
1504,Ahmedabad,2/13/2019,82.79,118.127,86.15,45.8,93.37,52.04
1505,Ahmedabad,2/14/2019,62.6,118.127,65.12,19.59,38.05,57.79
1506,Ahmedabad,2/15/2019,72.53,118.127,102.5,20.61,45.85,46.37
1507,Ahmedabad,2/16/2019,44.69,118.127,75.36,32.07,39.99,53.96
1508,Ahmedabad,2/17/2019,54.18,118.127,83.9,35.1,51.23,51.56
1509,Ahmedabad,2/18/2019,81.84,118.127,104.86,28.68,87.99,43.05
1510,Ahmedabad,2/19/2019,46.48,118.127,60.72,17.55,42.93,39.32
1511,Ahmedabad,2/20/2019,62.32,118.127,83.57,64.13,38.91,32.1
1512,Ahmedabad,2/21/2019,37.26,118.127,37.95,8.83,23.36,29.13
1513,Ahmedabad,2/22/2019,37.96,118.127,48.69,16.2,19.56,15.47
1514,Ahmedabad,2/23/2019,34.1,118.127,67.07,12.42,42.34,59.67
1515,Ahmedabad,2/24/2019,64.5,118.127,77.32,56.57,52.95,39.14
1516,Ahmedabad,2/25/2019,50.97,118.127,49.52,42.41,38.67,43.21
1517,Ahmedabad,2/26/2019,64.44,118.127,45.6,13.19,33.91,33.88
1518,Ahmedabad,2/27/2019,51.5,118.127,52.88,12.26,29.79,38.45
1519,Ahmedabad,2/28/2019,33.38,118.127,73.92,14.07,50.46,48.39
1520,Ahmedabad,3/1/2019,42.11,118.127,84.67,14.18,49.29,47.63
1521,Ahmedabad,3/2/2019,46.35,118.127,69.51,9.25,62.8,69.79
1522,Ahmedabad,3/3/2019,61.32,118.127,48.4,15.88,49.88,21.17
1523,Ahmedabad,3/4/2019,48.84,118.127,42.96,9.85,26.4,51.34
1524,Ahmedabad,3/5/2019,39.23,118.127,67.29,12.69,33.79,59.73
1525,Ahmedabad,3/6/2019,45.37,118.127,72.21,23.56,45.56,49.33
1526,Ahmedabad,3/7/2019,55.7,118.127,72.07,34.47,51.26,52.99
1527,Ahmedabad,3/8/2019,54.11,118.127,54.45,48.38,45.55,41.35
1528,Ahmedabad,3/9/2019,52.68,118.127,47.19,29.23,15.13,57.32
1529,Ahmedabad,3/10/2019,44.12,118.127,79.99,10.66,60.68,61.08
1530,Ahmedabad,3/11/2019,46.52,118.127,48.97,17.55,38.16,47.77
1531,Ahmedabad,3/12/2019,57.06,118.127,100.8,34.49,60.72,48.13
1532,Ahmedabad,3/13/2019,84.14,118.127,107.41,15.24,79.47,50.53
1533,Ahmedabad,3/14/2019,52.24,118.127,61.88,10.75,24.81,56.16
1534,Ahmedabad,3/15/2019,62.44,118.127,84.42,26.15,48.85,58.49
1535,Ahmedabad,3/16/2019,66.97,118.127,91.72,17.21,62.66,59.98
1536,Ahmedabad,3/17/2019,75.05,118.127,96.99,12.67,58.55,64.12
1537,Ahmedabad,3/18/2019,60.5,118.127,104.48,18.21,41.81,56.66
1538,Ahmedabad,3/19/2019,88.33,118.127,95.95,80.16,39.24,45.03
1539,Ahmedabad,3/20/2019,78.11,118.127,60.29,13.65,40.62,29.9
1540,Ahmedabad,3/21/2019,62.04,118.127,60.52,24.16,38.14,41.42
1541,Ahmedabad,3/22/2019,73.98,118.127,64.62,43.21,28.52,48.02
1542,Ahmedabad,3/23/2019,75.84,118.127,95.28,41.7,54.31,50.85
1543,Ahmedabad,3/24/2019,92.21,118.127,69.96,26.17,39.96,43.76
1544,Ahmedabad,3/25/2019,64.71,118.127,81.65,20.95,65.11,38.94
1545,Ahmedabad,3/26/2019,67.44,118.127,86.7,15.64,61.6,47.12
1546,Ahmedabad,3/27/2019,69.51,118.127,85.74,54.2,69.03,63.51
1547,Ahmedabad,3/28/2019,112.44,118.127,88.16,61.37,88.25,41.77
1548,Ahmedabad,3/29/2019,133.21,118.127,62.67,50.0,45.16,24.82
1549,Ahmedabad,3/30/2019,89.74,118.127,68.97,33.94,9.65,17.76
1550,Ahmedabad,3/31/2019,74.35,118.127,58.93,11.84,10.22,28.63
1551,Ahmedabad,4/1/2019,96.96,118.127,88.34,16.25,15.4,30.19
1552,Ahmedabad,4/2/2019,122.78,118.127,99.37,36.74,15.97,25.6
1553,Ahmedabad,4/3/2019,109.21,118.127,90.25,47.6,13.25,26.93
1554,Ahmedabad,4/4/2019,94.41,118.127,84.32,20.27,9.95,21.82
1555,Ahmedabad,4/5/2019,97.92,118.127,75.36,23.05,11.42,17.98
1556,Ahmedabad,4/6/2019,97.68,118.127,72.48,21.56,12.63,20.2
1557,Ahmedabad,4/7/2019,99.9,118.127,56.89,24.47,15.72,15.01
1558,Ahmedabad,4/8/2019,78.55,118.127,69.17,26.28,11.52,18.04
1559,Ahmedabad,4/9/2019,73.58,118.127,63.23,19.53,11.56,26.46
1560,Ahmedabad,4/10/2019,64.02,118.127,40.04,51.44,6.21,13.73
1561,Ahmedabad,4/11/2019,81.22,118.127,44.75,65.1,7.27,15.7
1562,Ahmedabad,4/12/2019,75.74,118.127,67.43,21.38,8.99,17.56
1563,Ahmedabad,4/13/2019,70.14,118.127,68.1,20.83,5.29,27.51
1564,Ahmedabad,4/14/2019,67.2,118.127,57.38,11.75,7.75,46.45
1565,Ahmedabad,4/15/2019,225.49,118.127,62.65,29.7,30.33,36.29
1566,Ahmedabad,4/16/2019,182.46,118.127,59.22,15.24,49.94,48.98
1567,Ahmedabad,4/17/2019,95.69,118.127,60.62,9.19,85.28,75.85
1568,Ahmedabad,4/18/2019,93.12,118.127,72.4,8.88,36.52,74.03
1569,Ahmedabad,4/19/2019,64.3,118.127,95.27,10.74,57.46,74.2
1570,Ahmedabad,4/20/2019,81.71,118.127,128.87,23.23,91.79,77.88
1571,Ahmedabad,4/21/2019,66.39,118.127,77.36,60.25,50.53,63.95
1572,Ahmedabad,4/22/2019,92.59,118.127,92.43,35.37,72.51,63.21
1573,Ahmedabad,4/23/2019,84.47,118.127,85.23,27.88,70.3,59.98
1574,Ahmedabad,4/24/2019,76.98,118.127,43.57,9.49,51.35,40.16
1575,Ahmedabad,4/25/2019,67.4506,118.127,28.5607,2.2486,14.532,34.4914
1576,Ahmedabad,4/26/2019,67.4506,118.127,28.5607,2.2486,14.532,34.4914
1577,Ahmedabad,4/27/2019,84.95,118.127,63.41,38.54,54.58,69.89
1578,Ahmedabad,4/28/2019,91.99,118.127,46.84,75.71,42.2,51.25
1579,Ahmedabad,4/29/2019,110.7,118.127,49.22,11.92,49.14,57.93
1580,Ahmedabad,4/30/2019,132.76,118.127,65.49,9.13,55.8,78.36
1581,Ahmedabad,5/1/2019,113.47,118.127,70.08,23.43,83.88,49.54
1582,Ahmedabad,5/2/2019,101.68,118.127,76.61,24.04,106.65,64.47
1583,Ahmedabad,5/3/2019,86.07,118.127,62.42,13.77,96.27,41.5
1584,Ahmedabad,5/4/2019,72.58,118.127,54.32,14.52,77.82,2.97
1585,Ahmedabad,5/5/2019,81.79,118.127,58.23,19.4,136.27,3.02
1586,Ahmedabad,5/6/2019,72.54,118.127,74.87,23.99,98.42,3.11
1587,Ahmedabad,5/7/2019,58.71,118.127,70.34,12.69,66.1,2.16
1588,Ahmedabad,5/8/2019,72.51,118.127,57.84,15.56,88.54,3.12
1589,Ahmedabad,5/9/2019,43.83,118.127,43.77,11.8,46.28,3.13
1590,Ahmedabad,5/10/2019,15.52,118.127,28.5607,2.2486,1.31,34.4914
1591,Ahmedabad,5/11/2019,67.4506,118.127,28.5607,2.2486,14.532,34.4914
1592,Ahmedabad,5/12/2019,67.4506,118.127,28.5607,2.2486,14.532,34.4914
1593,Ahmedabad,5/13/2019,67.4506,118.127,28.5607,2.2486,14.532,34.4914
1594,Ahmedabad,5/14/2019,46.04,141.54,130.23,17.26,107.28,48.32
1595,Ahmedabad,5/15/2019,37.55,122.41,85.12,15.08,163.01,48.23
1596,Ahmedabad,5/16/2019,33.97,116.32,79.71,14.67,91.26,51.86
1597,Ahmedabad,5/17/2019,35.48,130.07,77.61,18.02,98.35,38.99
1598,Ahmedabad,5/18/2019,34.11,138.31,75.23,13.27,88.66,42.22
1599,Ahmedabad,5/19/2019,33.69,111.73,68.9,34.56,80.9,36.95
1600,Ahmedabad,5/20/2019,42.31,118.65,81.84,17.47,89.57,46.68
1601,Ahmedabad,5/21/2019,24.6,103.88,81.24,11.03,80.74,46.65
1602,Ahmedabad,5/22/2019,27.93,103.3,76.75,11.44,86.48,54.34
1603,Ahmedabad,5/23/2019,41.39,135.65,89.1,14.29,105.96,49.7
1604,Ahmedabad,5/24/2019,46.79,148.0,93.27,14.31,131.04,56.31
1605,Ahmedabad,5/25/2019,51.63,156.97,89.18,17.96,134.22,49.62
1606,Ahmedabad,5/26/2019,63.15,177.87,100.08,28.03,122.43,50.32
1607,Ahmedabad,5/27/2019,57.47,163.36,112.68,21.39,143.3,52.19
1608,Ahmedabad,5/28/2019,50.27,156.63,103.05,21.02,118.55,49.86
1609,Ahmedabad,5/29/2019,42.02,140.66,71.51,16.43,82.75,52.44
1610,Ahmedabad,5/30/2019,48.74,153.69,91.02,19.89,138.12,52.86
1611,Ahmedabad,5/31/2019,46.51,136.34,85.37,16.75,145.55,44.53
1612,Ahmedabad,6/1/2019,48.1,142.06,70.71,23.83,142.52,40.22
1613,Ahmedabad,6/2/2019,41.38,119.91,70.35,21.8,134.76,41.5
1614,Ahmedabad,6/3/2019,46.46,134.2,74.31,22.33,137.83,47.63
1615,Ahmedabad,6/4/2019,39.68,117.51,77.12,20.89,139.31,71.62
1616,Ahmedabad,6/5/2019,38.27,113.84,61.74,18.87,112.15,82.73
1617,Ahmedabad,6/6/2019,35.06,127.56,68.94,12.63,101.14,75.71
1618,Ahmedabad,6/7/2019,30.07,124.01,122.88,15.49,31.67,70.29
1619,Ahmedabad,6/8/2019,48.74,135.9,154.42,16.38,58.6,73.95
1620,Ahmedabad,6/9/2019,35.3,120.77,146.65,15.2,127.62,81.55
1621,Ahmedabad,6/10/2019,34.31,115.46,127.02,16.31,121.46,80.39
1622,Ahmedabad,6/11/2019,33.97,107.59,135.26,15.38,100.23,90.29
1623,Ahmedabad,6/12/2019,41.08,156.33,140.5,12.8,91.23,85.2
1624,Ahmedabad,6/13/2019,25.56,77.07,120.8,13.75,58.37,88.79
1625,Ahmedabad,6/14/2019,26.75,103.12,112.66,14.4,60.94,77.88
1626,Ahmedabad,6/15/2019,32.71,96.84,116.69,18.89,48.67,53.57
1627,Ahmedabad,6/16/2019,32.79,107.15,103.69,25.17,30.37,30.45
1628,Ahmedabad,6/17/2019,28.02,104.64,115.78,25.92,42.55,21.04
1629,Ahmedabad,6/18/2019,26.92,72.7,130.64,22.25,25.9,24.37
1630,Ahmedabad,6/19/2019,69.38,171.87,145.75,19.2,37.85,7.21
1631,Ahmedabad,6/20/2019,42.08,125.62,155.72,30.2,33.25,41.97
1632,Ahmedabad,6/21/2019,35.67,103.64,147.44,18.86,25.28,74.84
1633,Ahmedabad,6/22/2019,63.09,152.67,163.54,12.65,26.31,113.94
1634,Ahmedabad,6/23/2019,46.13,102.66,146.55,14.35,39.92,108.07
1635,Ahmedabad,6/24/2019,57.49,115.42,277.31,21.05,37.43,101.47
1636,Ahmedabad,6/25/2019,49.23,97.91,174.15,19.38,20.97,90.33
1637,Ahmedabad,6/26/2019,70.03,136.54,213.58,24.95,28.94,52.14
1638,Ahmedabad,6/27/2019,60.03,109.4,176.24,25.55,35.87,52.95
1639,Ahmedabad,6/28/2019,49.43,102.77,164.64,29.88,44.06,31.31
1640,Ahmedabad,6/29/2019,59.63,112.5,184.07,41.59,38.49,21.31
1641,Ahmedabad,6/30/2019,53.13,117.3,107.86,29.06,30.43,43.43
1642,Ahmedabad,7/1/2019,43.22,104.74,168.15,28.45,40.42,69.91
1643,Ahmedabad,7/2/2019,44.75,114.84,119.51,24.72,48.21,58.82
1644,Ahmedabad,7/3/2019,44.27,96.61,118.73,24.13,47.13,49.16
1645,Ahmedabad,7/4/2019,47.77,102.68,144.03,39.11,44.8,21.77
1646,Ahmedabad,7/5/2019,47.88,116.88,106.12,37.12,35.22,23.22
1647,Ahmedabad,7/6/2019,47.71,100.89,171.04,34.67,40.63,21.04
1648,Ahmedabad,7/7/2019,34.72,80.67,148.91,26.15,32.86,50.85
1649,Ahmedabad,7/8/2019,37.99,113.3,113.12,35.85,32.57,27.37
1650,Ahmedabad,7/9/2019,41.69,120.12,137.36,36.14,30.42,27.49
1651,Ahmedabad,7/10/2019,45.31,128.97,157.22,40.51,31.64,33.43
1652,Ahmedabad,7/11/2019,43.48,116.84,103.67,37.34,91.4,30.35
1653,Ahmedabad,7/12/2019,41.97,109.2,107.17,30.92,96.35,34.38
1654,Ahmedabad,7/13/2019,38.49,101.6,117.03,36.22,103.19,33.11
1655,Ahmedabad,7/14/2019,41.7,109.85,102.72,24.82,102.03,49.25
1656,Ahmedabad,7/15/2019,42.43,116.7,114.44,32.1,142.27,38.2
1657,Ahmedabad,7/16/2019,38.99,114.94,103.79,31.97,156.48,32.57
1658,Ahmedabad,7/17/2019,34.92,114.11,110.39,30.5,116.97,37.07
1659,Ahmedabad,7/18/2019,32.7,105.78,103.72,26.0,132.41,45.92
1660,Ahmedabad,7/19/2019,44.65,120.74,135.12,25.34,104.15,58.38
1661,Ahmedabad,7/20/2019,51.63,130.55,156.06,27.48,109.13,52.03
1662,Ahmedabad,7/21/2019,48.67,104.86,152.96,17.33,92.83,76.38
1663,Ahmedabad,7/22/2019,37.73,82.63,115.28,13.1,53.67,113.3
1664,Ahmedabad,7/23/2019,73.98,202.3,168.45,17.81,35.04,70.3
1665,Ahmedabad,7/24/2019,52.55,172.36,99.11,27.02,46.88,57.81
1666,Ahmedabad,7/25/2019,48.26,165.97,157.23,35.25,50.5,29.11
1667,Ahmedabad,7/26/2019,46.8,98.91,32.44,34.26,57.06,42.64
1668,Ahmedabad,7/27/2019,39.43,98.23,43.0,26.55,94.84,52.09
1669,Ahmedabad,7/28/2019,47.55,100.1,30.99,32.36,83.52,47.92
1670,Ahmedabad,7/29/2019,43.84,148.04,42.69,33.11,70.53,64.25
1671,Ahmedabad,7/30/2019,41.45,118.127,30.62,31.74,63.85,43.27
1672,Ahmedabad,7/31/2019,28.8,118.127,50.61,32.52,53.38,34.57
1673,Ahmedabad,8/1/2019,47.31,110.65,23.06,59.19,50.69,24.93
1674,Ahmedabad,8/2/2019,56.72,139.31,45.13,45.45,52.12,28.08
1675,Ahmedabad,8/3/2019,45.43,118.95,30.0,36.56,41.96,30.53
1676,Ahmedabad,8/4/2019,37.7,106.26,37.43,25.9,39.98,40.88
1677,Ahmedabad,8/5/2019,43.43,153.39,33.44,29.34,44.51,43.28
1678,Ahmedabad,8/6/2019,50.53,181.39,57.64,38.94,39.45,41.18
1679,Ahmedabad,8/7/2019,60.09,199.34,30.12,40.91,40.22,26.52
1680,Ahmedabad,8/8/2019,57.61,195.84,47.73,35.46,39.76,37.96
